obj_id	 | ra	 | dec	 | type	 | Type Ref	 | ZSNID Subtype	 | Discovery Date	 | Discoverer	 | Discovery Ref	 | Host Name	 | Host Type	 | Galaxy Redshift	 | Galaxy Redshift Error | z | zerr	 | Reddening	 | Reddening Error	 
1994Z	 | 5.31917	 | -48.6304	 | II	 | IAUC 6087	 | 	 | 1994-10-02	 | Wassilieff	 | IAUC 6087	 | NGC 87	 | IBm pec        HII	 | 0.01165	 | 0.00015	 | 	 | 0	 | 0.01959	 | 0	 
1995A	 | 102.519	 | 26.3808	 | Ia	 | IAUC 6141	 | 	 | 1995-01-02	 | Pollas	 | IAUC 6131	 | MCG +04-16-6	 | S	 | 0.03161	 | 0.00017	 | 	 | 0	 | 0.08494	 | 0	 
1995aa	 | 344.791	 | -4.51592	 | IIn	 | IAUC 6236	 | 	 | 1995-09-02	 | Pollas	 | IAUC 6236	 | APMUKS(BJ) B225633.98-044702.1	 | 	 | 0.19	 | 0	 | 	 | 0	 | 0.06035	 | 0	 
1995ab	 | 351.685	 | -4.96275	 | II	 | IAUC 6237	 | 	 | 1995-09-22	 | Pollas	 | IAUC 6237	 | NGC 7663	 | S	 | 0.019	 | 0	 | 	 | 0	 | 0.04398	 | 0	 
1995ac	 | 341.392	 | -8.75131	 | Ia-pec	 | IAUC 6237	 | Ia-91T	 | 1995-09-22	 | Pollas	 | IAUC 6237	 | 2MFGC 17122	 | S              HII	 | 0.049902	 | 0.00018	 | 	 | 0	 | 0.04242	 | 0	 
1995ad	 | 90.2755	 | -23.6747	 | II	 | IAUC 6239	 | 	 | 1995-09-28	 | Evans	 | IAUC 6239	 | NGC 2139	 | SAB(rs)cd      HII	 | 0.00613	 | 0.00002	 | 	 | 0	 | 0.03383	 | 0	 
1995ae	 | 349.232	 | -2.07678	 | Ia	 | IAUC 6241	 | 	 | 1995-09-22	 | Pollas	 | IAUC 6241	 | APMUKS(BJ) B231421.60-022058.7	 | 	 | 0.068948	 | 0	 | 	 | 0	 | 0.03955	 | 0	 
1995af	 | 351.223	 | 41.4032	 | 	 | 	 | 	 | 1995-09-01	 | Pollas	 | IAUC 6242	 | 2MASX J23245390+4124028	 | 	 | 	 | 0	 | 	 | 0	 | 0.14145	 | 0	 
1995ag	 | 329.081	 | 73.2538	 | II	 | IAUC 6244	 | 	 | 1995-09-28	 | Mueller	 | IAUC 6244	 | UGC 11861	 | SABdm	 | 0.00494	 | 0.00001	 | 	 | 0	 | 0.60741	 | 0	 
1995ah	 | 4.79583	 | 15.1069	 | II	 | IAUC 6245	 | 	 | 1995-02-02	 | Popescu et al.	 | IAUC 6245	 | SDSS J001911.01+150622.7	 | compact dwarf  HII	 | 0.014616	 | 0.000098	 | 	 | 0	 | 0.04536	 | 0	 
1995ai	 | 359.638	 | 10.7233	 | II	 | IAUC 6252	 | 	 | 1995-10-23	 | Pollas	 | IAUC 6252	 | NGC 7794	 | S?	 | 0.01761	 | 0.00003	 | 	 | 0	 | 0.09531	 | 0	 
1995aj	 | 37.1527	 | 41.9339	 | Ia	 | IAUC 6253	 | 	 | 1995-09-29	 | Pollas	 | IAUC 6253	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.06934	 | 0	 
1995ak	 | 41.4535	 | 3.23058	 | Ia	 | IAUC 6254	 | Ia-norm	 | 1995-10-27	 | Pollas	 | IAUC 6254	 | IC 1844	 | Sbc	 | 0.02272	 | 0.00007	 | 	 | 0	 | 0.03791	 | 0	 
1995al	 | 147.733	 | 33.5526	 | Ia	 | IAUC 6256	 | Ia-norm	 | 1995-11-01	 | Pesci, Mazza	 | IAUC 6255	 | NGC 3021	 | SA(rs)bc:	 | 0.00514	 | 0.00001	 | 	 | 0	 | 0.01667	 | 0	 
1995am	 | 11.9558	 | 29.9575	 | Ia	 | IAUC 6262	 | 	 | 1995-10-22	 | Lovas	 | IAUC 6262	 | CGCG 501-016	 | 	 | 0.016718	 | 0.000103	 | 	 | 0	 | 0.06156	 | 0	 
1995an	 | 72.9522	 | 8.84436	 | II	 | IAUC 6262	 | 	 | 1995-10-27	 | Mueller	 | IAUC 6262	 | UGC 3188	 | S?	 | 0.01175	 | 0.00003	 | 	 | 0	 | 0.20721	 | 0	 
1995ao	 | 44.3779	 | -1.68883	 | Ia	 | IAUC 6267	 | 	 | 1995-11-18	 | High-Z Supernova Search Team	 | IAUC 6267	 | [K95] J025730.70-014119.8	 | 	 | 0.24	 | 0	 | 	 | 0	 | 0.07686	 | 0	 
1995ap	 | 48.1172	 | 0.695389	 | Ia	 | IAUC 6267	 | 	 | 1995-11-18	 | High-Z Supernova Search Team	 | IAUC 6267	 | [K95] J031228.13+004143.4	 | 	 | 0.3	 | 0	 | 	 | 0	 | 0.09358	 | 0	 
1995aq	 | 7.26775	 | 7.85556	 | I	 | IAUC 6270	 | 	 | 1995-11-19	 | Supernova Cosmology Project	 | IAUC 6270	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.02161	 | 0	 
1995ar	 | 15.335	 | 4.30939	 | I	 | IAUC 6270	 | 	 | 1995-11-19	 | Supernova Cosmology Project	 | IAUC 6270	 | [PDG95a] J010120.60+041834.3	 | Sa	 | 0.465	 | 0.005	 | 	 | 0	 | 0.02149	 | 0	 
1995as	 | 15.3971	 | 4.43744	 | I?	 | IAUC 6270	 | 	 | 1995-11-19	 | Supernova Cosmology Project	 | IAUC 6270	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.02086	 | 0	 
1995at	 | 16.2122	 | 4.56472	 | I	 | IAUC 6270	 | 	 | 1995-11-20	 | Supernova Cosmology Project	 | IAUC 6270	 | [PDG95a] J010450.96+043353.4	 | Sa	 | 0.655	 | 0.001	 | 	 | 0	 | 0.01936	 | 0	 
1995au	 | 19.6358	 | 7.90097	 | I	 | IAUC 6270	 | 	 | 1995-10-29	 | Supernova Cosmology Project	 | IAUC 6270	 | [PDG95a] J011832.51+075400.2	 | 	 | 0.16	 | 0	 | 	 | 0	 | 0.0335	 | 0	 
1995av	 | 30.4031	 | 3.64867	 | II?	 | IAUC 6270	 | 	 | 1995-11-20	 | Supernova Cosmology Project	 | IAUC 6270	 | [PDG95a] J020136.76+033855.2	 | 	 | 0.3	 | 0	 | 	 | 0	 | 0.0344	 | 0	 
1995aw	 | 36.2314	 | 0.885417	 | I	 | IAUC 6270	 | 	 | 1995-11-19	 | Supernova Cosmology Project	 | IAUC 6270	 | [PDG95a] J022455.55+005307.7	 | 	 | 0.4	 | 0.03	 | 	 | 0	 | 0.04015	 | 0	 
1995ax	 | 36.6075	 | 0.812278	 | I	 | IAUC 6270	 | 	 | 1995-11-19	 | Supernova Cosmology Project	 | IAUC 6270	 | [PDG95a] J022625.82+004844.4	 | E/S0	 | 0.615	 | 0.001	 | 	 | 0	 | 0.03312	 | 0	 
1995ay	 | 45.2813	 | 0.355389	 | I	 | IAUC 6270	 | 	 | 1995-11-20	 | Supernova Cosmology Project	 | IAUC 6270	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.11315	 | 0	 
1995az	 | 70.14	 | -5.501	 | I	 | IAUC 6270	 | 	 | 1995-11-20	 | Supernova Cosmology Project	 | IAUC 6270	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.19012	 | 0	 
1995B	 | 109.391	 | 21.8236	 | II	 | IAUC 6141	 | 	 | 1995-01-06	 | Pollas	 | IAUC 6132	 | NPM1G +21.0152	 | 	 | 	 | 0	 | 	 | 0	 | 0.05479	 | 0	 
1995ba	 | 124.777	 | 7.72256	 | Ia?	 | IAUC 6270	 | 	 | 1995-11-20	 | Supernova Cosmology Project	 | IAUC 6270	 | SDSS J081906.57+074321.2	 | E/S0	 | 0.388	 | 0.001	 | 	 | 0	 | 0.02249	 | 0	 
1995bb	 | 4.0735	 | 12.4148	 | Ib	 | IAUC 6271	 | 	 | 1995-11-29	 | Tokarz, Garnavich	 | IAUC 6271	 | [TG95] J001617.64+122453.4	 | Irr?	 | 0.0058	 | 0	 | 	 | 0	 | 0.10907	 | 0	 
1995bc	 | 147.931	 | 40.3141	 | II	 | IAUC 6275	 | 	 | 1995-12-01	 | Mueller	 | IAUC 6275	 | 2MFGC 07637	 | 	 | 0.047812	 | 0.000187	 | 	 | 0	 | 0.01317	 | 0	 
1995bd	 | 71.3385	 | 11.0674	 | Ia-pec?	 | IAUC 6278	 | 	 | 1995-12-19	 | Pollas	 | IAUC 6278	 | UGC 3151	 | S	 | 0.0146	 | 0.00083	 | 	 | 0	 | 0.48996	 | 0	 
1995be	 | 239.56	 | 19.7685	 | 	 | 	 | 	 | 1995-07-18	 | McNaught	 | IAUC 6433	 | LCSB S2185P	 | 	 | 	 | 0	 | 	 | 0	 | 0.03966	 | 0	 
1995bf	 | 241.085	 | 43.0789	 | 	 | 	 | 	 | 1994-02-25	 | Gal-Yam, Sharon, Maoz	 | IAUC 7700	 | Cl J1604+4303:[LPO98a] 018	 | 	 | 0.9032	 | 0.0006	 | 	 | 0	 | 0.01049	 | 0	 
1995C	 | 181.01	 | -31.6006	 | Ia	 | IAUC 6138	 | 	 | 1995-02-08	 | McNaught	 | IAUC 6133	 | 2MASX J12040140-3135542	 | Ia	 | 0.027212	 | 0.00016	 | 	 | 0	 | 0.06903	 | 0	 
1995D	 | 145.228	 | 5.14061	 | Ia	 | IAUC 6135	 | Ia-norm	 | 1995-02-10	 | Kushida	 | IAUC 6134	 | NGC 2962	 | (R)SAB(rs)0+	 | 0.00656	 | 0.00002	 | 	 | 0	 | 0.06131	 | 0	 
1995E	 | 117.986	 | 73.0096	 | Ia	 | IAUC 6137	 | Ia-norm	 | 1995-02-20	 | Gabrijelcic	 | IAUC 6137	 | NGC 2441	 | SAB(r)b:	 | 0.01158	 | 0.00006	 | 	 | 0	 | 0.0265	 | 0	 
1995F	 | 136.239	 | 59.933	 | Ib/c	 | IAUC 6138	 | 	 | 1995-02-10	 | Lane, Gray	 | IAUC 6138	 | NGC 2726	 | Sa?	 | 0.00506	 | 0.00004	 | 	 | 0	 | 0.05428	 | 0	 
1995G	 | 70.9342	 | -5.31494	 | IIn	 | IAUC 6139	 | 	 | 1995-02-23	 | Evans, Shobbrook, Beaman	 | IAUC 6138	 | NGC 1643	 | SB(r)bc pec?	 | 0.01627	 | 0.00003	 | 	 | 0	 | 0.05322	 | 0	 
1995H	 | 166.731	 | 7.17211	 | II	 | IAUC 6145	 | 	 | 1995-02-24	 | Mueller	 | IAUC 6145	 | NGC 3526	 | SAc pec sp	 | 0.00474	 | 0.00002	 | 	 | 0	 | 0.03578	 | 0	 
1995I	 | 200.249	 | 3.59894	 | II	 | IAUC 6153	 | 	 | 1995-02-28	 | Pollas	 | IAUC 6153	 | SDSS J132059.90+033550.6	 | 	 | 0.07571	 | 0.00008	 | 	 | 0	 | 0.02017	 | 0	 
1995J	 | 188.16	 | 63.8859	 | II	 | IAUC 6158	 | 	 | 1995-04-04	 | Johnson	 | IAUC 6157	 | NGC 4512	 | S0/a	 | 0.00846	 | 0.00006	 | 	 | 0	 | 0.01689	 | 0	 
1995K	 | 162.696	 | -9.25206	 | Ia?	 | IAUC 6160	 | 	 | 1995-03-30	 | Schmidt et al.	 | IAUC 6160	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.05661	 | 0	 
1995L	 | 201.826	 | 32.0313	 | Ia?	 | IAUC 6165	 | 	 | 1995-03-26	 | Pollas	 | IAUC 6165	 | NGC 5157	 | SAB(r)a	 | 0.02442	 | 0.00009	 | 	 | 0	 | 0.01136	 | 0	 
1995M	 | 144.674	 | -12.3355	 | Ia	 | IAUC 6166	 | 	 | 1995-04-22	 | McNaught	 | IAUC 6166	 | 2MFGC 07478	 | 	 | 0.052	 | 0	 | 	 | 0	 | 0.04619	 | 0	 
1995N	 | 222.368	 | -10.1709	 | IIP	 | IAUC 6170	 | 	 | 1995-05-05	 | Pollas	 | IAUC 6170	 | MCG -02-38-17	 | IB(s)m pec	 | 0.00619	 | 0	 | 	 | 0	 | 0.11522	 | 0	 
1995O	 | 248.984	 | 66.1956	 | Ia?	 | IAUC 6172	 | 	 | 1995-05-03	 | Le Borgne, Sanahuja, Maddox	 | IAUC 6172	 | 5C 20.078	 | 	 | 	 | 0	 | 	 | 0	 | 0.0248	 | 0	 
1995P	 | 211.81	 | -2.72575	 | Ia	 | IAUC 6175	 | 	 | 1995-05-06	 | McNaught	 | IAUC 6175	 | LCRS B140439.0-022922	 | 	 | 0.056005	 | 0.00014	 | 	 | 0	 | 0.05332	 | 0	 
1995Q	 | 304.123	 | -43.4068	 | II	 | IAUC 6176	 | 	 | 1995-05-31	 | McNaught	 | IAUC 6176	 | ESO 284- G 042	 | S...	 | 	 | 0	 | 	 | 0	 | 0.0399	 | 0	 
1995R	 | 208.386	 | -1.19172	 | Ia	 | IAUC 6182	 | 	 | 1995-06-29	 | McNaught	 | IAUC 6182	 | UGC 8801	 | Sbc? sp        HII	 | 0.02368	 | 0.00002	 | 	 | 0	 | 0.04117	 | 0	 
1995S	 | 186.972	 | -30.0987	 | Ia	 | IAUC 6185	 | 	 | 1995-07-03	 | McNaught	 | IAUC 6185	 | NGC 4456	 | Sbc            HII	 | 0.02054	 | 0.00003	 | 	 | 0	 | 0.07064	 | 0	 
1995T	 | 336.802	 | -9.49567	 | Ia	 | IAUC 6195	 | 	 | 1995-07-25	 | Pollas	 | IAUC 6195	 | *SDSS J222712.66-092941.9	 | 	 | 0.056415	 | 0.000099	 | 	 | 0	 | 0.05265	 | 0	 
1995U	 | 313.669	 | -51.3741	 | Ia	 | IAUC 6197	 | 	 | 1995-07-29	 | McNaught	 | IAUC 6197	 | ESO 235-IG13	 | Double(triple?)syste	 | 0.0556	 | 0	 | 	 | 0	 | 0.04093	 | 0	 
1995V	 | 41.6115	 | -0.498778	 | II	 | IAUC 6197	 | 	 | 1995-08-01	 | Evans	 | IAUC 6197	 | NGC 1087	 | SAB(rs)c	 | 0.00506	 | 0.00001	 | 	 | 0	 | 0.03452	 | 0	 
1995W	 | 351.344	 | -57.7961	 | II	 | IAUC 6206	 | 	 | 1995-08-05	 | Williams, Martin	 | IAUC 6206	 | NGC 7650	 | SAB(s)c	 | 0.01127	 | 0.00003	 | 	 | 0	 | 0.01335	 | 0	 
1995X	 | 340.214	 | 75.1697	 | II	 | IAUC 6211	 | 	 | 1995-08-03	 | Mueller	 | IAUC 6211	 | UGC 12160	 | Scd:	 | 0.00519	 | 0.00001	 | 	 | 0	 | 0.59677	 | 0	 
1995Y	 | 17.7483	 | 33.1446	 | Ia	 | IAUC 6221	 | 	 | 1995-08-28	 | Mueller	 | IAUC 6221	 | NGC 410	 | E+:;LINER      HII	 | 0.01766	 | 0.00005	 | 	 | 0	 | 0.05817	 | 0	 
1995Z	 | 20.9098	 | 32.6314	 | II	 | IAUC 6221	 | 	 | 1995-08-28	 | Mueller	 | IAUC 6221	 | UGC 937	 | S?	 | 0.01584	 | 0.00007	 | 	 | 0	 | 0.06114	 | 0	 
1996A	 | 77.6963	 | -3.00694	 | II	 | IAUC 6289	 | 	 | 1996-01-12	 | Evans	 | IAUC 6289	 | *LEDA 147085	 | 	 | 0.033	 | 0	 | 	 | 0	 | 0.10945	 | 0	 
1996aa	 | 214.606	 | 36.4942	 | Ia	 | IAUC 6403	 | 	 | 1996-05-16	 | Johnson	 | IAUC 6403	 | NGC 5557	 | E1	 | 0.01072	 | 0.00004	 | 	 | 0	 | 0.00979	 | 0	 
1996ab	 | 230.285	 | 27.9269	 | Ia	 | IAUC 6405	 | 	 | 1996-05-12	 | Mueller	 | IAUC 6405	 | *SDSS J152109.02+275521.3	 | S:	 | 0.13	 | 0	 | 	 | 0	 | 0.02977	 | 0	 
1996ac	 | 186.047	 | 1.40408	 | Ia	 | IAUC 6406	 | 	 | 1996-05-21	 | McNaught	 | IAUC 6406	 | CGCG 014-025	 | SA0^0^	 | 0.025634	 | 0.000167	 | 	 | 0	 | 0.02199	 | 0	 
1996ad	 | 239.775	 | 19.8022	 | 	 | 	 | 	 | 1996-05-09	 | Evans	 | IAUC 6408	 | [GM96] J155905.77+194807.1	 | 	 | 	 | 0	 | 	 | 0	 | 0.03802	 | 0	 
1996ae	 | 223.499	 | 3.52953	 | IIn	 | IAUC 6410	 | 	 | 1996-05-21	 | Vagnozzi, Piermarini, Russo	 | IAUC 6409	 | NGC 5775	 | Sb(f)	 | 0.00561	 | 0.00002	 | 	 | 0	 | 0.04038	 | 0	 
1996af	 | 337.13	 | -68.9758	 | 	 | 	 | 	 | 1996-06-12	 | Mount Stromlo Abell Cluser Supernova Search Team	 | IAUC 6418	 | [GRS96] J222831.25-685832.7	 | 	 | 0.1	 | 0	 | 	 | 0	 | 0.03082	 | 0	 
1996ag	 | 326.71	 | -43.6973	 | 	 | 	 | 	 | 1996-06-12	 | Mount Stromlo Abell Cluser Supernova Search Team	 | IAUC 6418	 | APMUKS(BJ) B214341.05-435544.0	 | 	 | 0.14	 | 0	 | 	 | 0	 | 0.01818	 | 0	 
1996ah	 | 215.163	 | 80.1225	 | Ia	 | IAUC 6427	 | 	 | 1996-06-06	 | Mueller	 | IAUC 6421	 | NGC 5640	 | 	 | 0.04739	 | 0.00012	 | 	 | 0	 | 0.02364	 | 0	 
1996ai	 | 197.742	 | 37.0598	 | Ia	 | IAUC 6422	 | Ia-norm	 | 1996-06-16	 | Bottari	 | IAUC 6422	 | NGC 5005	 | SAB(rs)bc;Sy2  LINER	 | 0.00316	 | 0.00002	 | 	 | 0	 | 0.01402	 | 0	 
1996aj	 | 202.278	 | -29.2339	 | Ia	 | IAUC 6424	 | 	 | 1996-06-15	 | Mount Stromlo Abell Cluster Supernova Search Team	 | IAUC 6424	 | [G96] J132907.16-291401.6	 | 	 | 0.11	 | 0	 | 	 | 0	 | 0.0593	 | 0	 
1996ak	 | 198.018	 | 46.194	 | II	 | IAUC 6434	 | 	 | 1995-07-13	 | Buil	 | IAUC 6434	 | NGC 5021	 | SBb	 | 0.02831	 | 0.00005	 | 	 | 0	 | 0.01311	 | 0	 
1996al	 | 353.317	 | -54.0839	 | II	 | IAUC 6438	 | 	 | 1996-07-22	 | Evans, Benton, Beaman	 | IAUC 6437	 | NGC 7689	 | SA(r)c	 | 0.00657	 | 0.00002	 | 	 | 0	 | 0.01181	 | 0	 
1996am	 | 326.531	 | -44.0035	 | Ia	 | IAUC 6441	 | 	 | 1996-07-12	 | Mount Stromlo Abell Cluster Supernova Search Team	 | IAUC 6441	 | APMUKS(BJ) B214257.60-441405.2	 | S1             ELG	 | 0.065769	 | 0.000133	 | 	 | 0	 | 0.01969	 | 0	 
1996an	 | 41.5035	 | -7.57231	 | II	 | IAUC 6442	 | 	 | 1996-07-27	 | Aoki	 | IAUC 6442	 | NGC 1084	 | SA(s)c         HII	 | 0.00469	 | 0.00001	 | 	 | 0	 | 0.02652	 | 0	 
1996ao	 | 52.015	 | -52.8982	 | 	 | 	 | 	 | 1996-08-02	 | Mount Stromlo Abell Cluster Supernova Search Team	 | IAUC 6451	 | APMUKS(BJ) B032639.06-530412.0	 | 	 | 0.06	 | 0	 | 	 | 0	 | 0.01716	 | 0	 
1996ap	 | 326.473	 | -57.1409	 | 	 | 	 | 	 | 1996-08-11	 | Mount Stromlo Abell Cluster Supernova Search Team	 | IAUC 6451	 | 2MASX J21455221-5708294	 | Se	 | 0.074942	 | 0.00022	 | 	 | 0	 | 0.03083	 | 0	 
1996aq	 | 215.595	 | -0.390083	 | Ic	 | IAUC 6458	 | 	 | 1996-08-17	 | Aoki	 | IAUC 6454	 | NGC 5584	 | SAB(rs)cd	 | 0.00546	 | 0.00001	 | 	 | 0	 | 0.03071	 | 0	 
1996ar	 | 22.9683	 | -2.2175	 | Ia	 | IAUC 6461	 | 	 | 1996-08-20	 | Pollas	 | IAUC 6461	 | CGCG 386-003	 | Sa/Sb	 | 0.060068	 | 0.00011	 | 	 | 0	 | 0.03471	 | 0	 
1996as	 | 316.401	 | -52.3781	 | II	 | IAUC 6469	 | 	 | 1996-08-03	 | Evans	 | IAUC 6469	 | 2MASX J21053613-5222409	 | SB(r)b	 | 0.036	 | 0	 | 	 | 0	 | 0.03468	 | 0	 
1996at	 | 17.0735	 | -0.97375	 | Ic	 | IAUC 6490	 | 	 | 1996-09-15	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J010817.63-005825.5	 | 	 | 0.09	 | 0	 | 	 | 0	 | 0.06178	 | 0	 
1996au	 | 48.1991	 | 0.753306	 | Ia	 | IAUC 6490	 | 	 | 1996-09-15	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J031247.79+004511.9	 | 	 | 0.52	 | 0	 | 	 | 0	 | 0.09044	 | 0	 
1996av	 | 28.4759	 | 0.2585	 | Ia	 | IAUC 6490	 | 	 | 1996-09-15	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J015354.22+001530.6	 | 	 | 0.51	 | 0	 | 	 | 0	 | 0.03605	 | 0	 
1996aw	 | 328.446	 | 0.0464722	 | Ia	 | IAUC 6490	 | 	 | 1996-10-08	 | High-Z Supernova Search Team	 | IAUC 6490	 | APMUKS(BJ) B215113.28-001125.5	 | 	 | 0.21	 | 0	 | 	 | 0	 | 0.08856	 | 0	 
1996ax	 | 328.471	 | -0.0434444	 | 	 | 	 | 	 | 1996-10-08	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J215352.86-000235.3	 | 	 | 0.23	 | 0	 | 	 | 0	 | 0.0969	 | 0	 
1996ay	 | 2.48921	 | 0.893861	 | Ia	 | IAUC 6490	 | 	 | 1996-10-08	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J000957.39+005338.4	 | 	 | 0.62	 | 0	 | 	 | 0	 | 0.02295	 | 0	 
1996az	 | 3.79517	 | 1.10961	 | 	 | 	 | 	 | 1996-10-08	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J001510.77+010634.6	 | 	 | 0.84	 | 0	 | 	 | 0	 | 0.02417	 | 0	 
1996B	 | 185.986	 | 48.7783	 | II	 | IAUC 6292	 | 	 | 1996-01-16	 | Gabrijelcic	 | IAUC 6292	 | NGC 4357	 | SAbc	 | 0.01375	 | 0.00002	 | 	 | 0	 | 0.02276	 | 0	 
1996ba	 | 17.1661	 | -0.944139	 | Ia	 | IAUC 6490	 | 	 | 1996-10-08	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J010839.87-005638.2	 | 	 | 0.66	 | 0	 | 	 | 0	 | 0.07064	 | 0	 
1996bb	 | 44.2752	 | -2.70483	 | Ia?	 | IAUC 6490	 | 	 | 1996-10-08	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J025705.93-024216.8	 | 	 | 0.56	 | 0	 | 	 | 0	 | 0.05371	 | 0	 
1996bc	 | 48.0274	 | 0.638083	 | Ia	 | IAUC 6490	 | 	 | 1996-10-08	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J031206.58+003817.1	 | 	 | 0.46	 | 0	 | 	 | 0	 | 0.0894	 | 0	 
1996bd	 | 359.862	 | -0.937944	 | Ia	 | IAUC 6490	 | 	 | 1996-10-09	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J235926.98-005616.6	 | 	 | 0.28	 | 0	 | 	 | 0	 | 0.03911	 | 0	 
1996be	 | 33.0118	 | 1.37753	 | II	 | IAUC 6490	 | 	 | 1996-10-09	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J021202.83+012239.1	 | 	 | 0.22	 | 0	 | 	 | 0	 | 0.02927	 | 0	 
1996bf	 | 33.0641	 | 1.46358	 | Ia	 | IAUC 6490	 | 	 | 1996-10-09	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J021215.39+012748.9	 | 	 | 0.25	 | 0	 | 	 | 0	 | 0.02988	 | 0	 
1996bg	 | 13.2183	 | -0.0753056	 | II	 | IAUC 6490	 | 	 | 1996-10-09	 | High-Z Supernova Search Team	 | IAUC 6490	 | 2MASX J00525242-0004271	 | 	 | 0.115732	 | 0.000045	 | 	 | 0	 | 0.02971	 | 0	 
1996bh	 | 17.8814	 | -0.960583	 | Ia	 | IAUC 6490	 | 	 | 1996-10-09	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J011131.51-005738.0	 | 	 | 0.43	 | 0	 | 	 | 0	 | 0.06142	 | 0	 
1996bi	 | 28.1493	 | 0.0453611	 | Ia	 | IAUC 6490	 | 	 | 1996-10-09	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J015235.84+000243.7	 | 	 | 0.6	 | 0	 | 	 | 0	 | 0.03386	 | 0	 
1996bj	 | 32.9564	 | 1.41417	 | Ia	 | IAUC 6490	 | 	 | 1996-10-09	 | High-Z Supernova Search Team	 | IAUC 6490	 | H-ZSNS J021149.53+012551.0	 | 	 | 0.57	 | 0	 | 	 | 0	 | 0.02831	 | 0	 
1996bk	 | 206.742	 | 60.9702	 | Ia	 | IAUC 6502	 | 	 | 1996-10-12	 | Mazza, Pesci	 | IAUC 6491	 | NGC 5308	 | S0-	 | 0.00681	 | 0.0001	 | 	 | 0	 | 0.01715	 | 0	 
1996bl	 | 9.07487	 | 11.3946	 | Ia	 | IAUC 6492	 | 	 | 1996-10-11	 | Pollas	 | IAUC 6492	 | 2MASX J00361813+1123354	 | SBc	 | 0.036	 | 0	 | 	 | 0	 | 0.09943	 | 0	 
1996bm	 | 11.1702	 | -63.7457	 | 	 | 	 | 	 | 1996-10-04	 | Mount Stromlo Abell Cluster Supernova Search Team	 | IAUC 6492	 | APMUKS(BJ) B004232.89-640111.5	 | 	 | 	 | 0	 | 	 | 0	 | 0.02051	 | 0	 
1996bn	 | 93.9696	 | 64.43	 | Ia?	 | IAUC 6496	 | 	 | 1996-10-17	 | Mueller	 | IAUC 6496	 | UGC 3430	 | Sab:	 | 0.01354	 | 0.00009	 | 	 | 0	 | 0.14316	 | 0	 
1996bo	 | 27.095	 | 11.5211	 | Ia	 | IAUC 6500	 | 	 | 1996-10-18	 | BAO Supernova Survey; Armstrong; Okazaki	 | IAUC 6497	 | NGC 673	 | SAB(s)c	 | 0.01728	 | 0.00002	 | 	 | 0	 | 0.07724	 | 0	 
1996bp	 | 23.8367	 | -32.7808	 | 	 | 	 | 	 | 1996-08-11	 | McNaught	 | IAUC 6498	 | MCG -06-4-53	 | SA(rs)0-:	 | 0.03501	 | 0.00013	 | 	 | 0	 | 0.02336	 | 0	 
1996bq	 | 39.6668	 | 41.6549	 | 	 | 	 | 	 | 1996-10-12	 | Pollas	 | IAUC 6500	 | NGC 996	 | E	 | 0.01529	 | 0.00012	 | 	 | 0	 | 0.06558	 | 0	 
1996br	 | 38.723	 | 41.1205	 | 	 | 	 | 	 | 1996-11-03	 | Pollas	 | IAUC 6502	 | UGC 02058	 | SABbc	 | 0.063	 | 0.0002	 | 	 | 0	 | 0.06086	 | 0	 
1996bs	 | 41.1929	 | 39.4907	 | 	 | 	 | 	 | 1996-11-03	 | Pollas	 | IAUC 6502	 | 2MASX J02444594+3929264	 | 	 | 	 | 0	 | 	 | 0	 | 0.0802	 | 0	 
1996bt	 | 102.992	 | 16.2953	 | Ia	 | IAUC 6503	 | 	 | 1996-11-10	 | Berlind	 | IAUC 6503	 | CGCG 085-009	 | 	 | 0.008923	 | 0.000147	 | 	 | 0	 | 0.12906	 | 0	 
1996bu	 | 170.247	 | 53.2023	 | IIn	 | IAUC 6505	 | 	 | 1996-11-14	 | Kushida	 | IAUC 6505	 | NGC 3631	 | SA(s)c	 | 0.00386	 | 0	 | 	 | 0	 | 0.0146	 | 0	 
