obj_id	 | ra	 | dec	 | type	 | Type Ref	 | ZSNID Subtype	 | Discovery Date	 | Discoverer	 | Discovery Ref	 | Host Name	 | Host Type	 | Galaxy Redshift	 | Galaxy Redshift Error | z | zerr	 | Reddening	 | Reddening Error	 
2004N	 | 83.8349	 | -69.4551	 | Ia	 | IAUC 8280	 | 	 | 2004-01-21	 | OGLE-III/NOOS	 | IAUC 8276	 | OGLE J053520.37-692722.7	 | 	 | 0.05	 | 0	 | 	 | 0	 | 0.7214	 | 0	 
2004O	 | 70.9368	 | -70.4761	 | 	 | 	 | 	 | 2004-01-24	 | OGLE-III/NOOS	 | IAUC 8276	 | OGLE J044345.54-702835.4	 | 	 | 	 | 0	 | 	 | 0	 | 0.17796	 | 0	 
2004P	 | 203.741	 | 34.0427	 | Ia	 | IAUC 8276	 | 	 | 2004-01-23	 | Lick Observatory Supernova Survey	 | IAUC 8277	 | UGC 8561	 | Scd:	 | 0.02375	 | 0.00002	 | 	 | 0	 | 0.00917	 | 0	 
2004Q	 | 191.917	 | -26.2065	 | II	 | IAUC 8283	 | 	 | 2004-01-30	 | Lick Observatory Supernova Survey	 | IAUC 8281	 | ESO 507-G11	 | SB(rs)bc pec   HII	 | 0.02496	 | 0.00003	 | 	 | 0	 | 0.08445	 | 0	 
2004R	 | 53.1721	 | -27.7704	 | 	 | 	 | 	 | 2004-01-10	 | Strolger, Riess	 | IAUC 8281	 | COMBO-17 36924	 | 	 | 0.995	 | 0	 | 	 | 0	 | 0.00804	 | 0	 
2004S	 | 101.431	 | -31.2313	 | Ia	 | IAUC 8283	 | Ia-norm	 | 2004-02-03	 | Martin	 | IAUC 8282	 | MCG -05-16-21	 | Sc	 | 0.00937	 | 0.00002	 | 	 | 0	 | 0.09976	 | 0	 
2004T	 | 164.043	 | 47.3954	 | II	 | IAUC 8286	 | 	 | 2004-02-09	 | Lick Observatory Supernova Survey	 | IAUC 8285	 | UGC 6038	 | Sb	 | 0.0215	 | 0.00013	 | 	 | 0	 | 0.0152	 | 0	 
2004U	 | 166.828	 | 28.5399	 | II	 | IAUC 8287	 | 	 | 2004-02-10	 | Lick Observatory Supernova Survey	 | IAUC 8285	 | SDSS J110718.68+283224.3	 | SBb	 | 0.03	 | 0.001	 | 	 | 0	 | 0.01705	 | 0	 
2004V	 | 222.731	 | 17.2202	 | II	 | IAUC 8287	 | 	 | 2004-02-10	 | Lick Observatory Supernova Survey	 | IAUC 8285	 | MAPS-NGP O_442_2131626	 | 5 E:0	 | 0.042	 | 0	 | 	 | 0	 | 0.02264	 | 0	 
2004W	 | 190.902	 | 11.5308	 | Ia	 | IAUC 8286	 | 	 | 2004-01-28	 | Lick Observatory Supernova Survey	 | IAUC 8286	 | NGC 4649	 | E2	 | 0.00373	 | 0.00002	 | 	 | 0	 | 0.02388	 | 0	 
2004X	 | 169.813	 | -15.7346	 | II	 | IAUC 8287	 | 	 | 2004-02-12	 | Lick Observatory Supernova Survey	 | IAUC 8287	 | PGC 034628	 | E	 | 0.012909	 | 0.000007	 | 	 | 0	 | 0.05894	 | 0	 
2004Y	 | 175.868	 | 21.6751	 | Ia	 | IAUC 8288	 | 	 | 2004-02-12	 | Lick Observatory Supernova Survey	 | IAUC 8288	 | 2MASX J11432825+2140266	 | E2	 | 0.0692	 | 0	 | 	 | 0	 | 0.01488	 | 0	 
2004Z	 | 203.072	 | 60.3954	 | II	 | IAUC 8294	 | 	 | 2004-02-19	 | Boles	 | IAUC 8290	 | MCG +10-19-85	 | 	 | 0.02313	 | 0.00023	 | 	 | 0	 | 0.01648	 | 0	 
2005A	 | 37.6802	 | -2.93883	 | Ia	 | IAUC 8461	 | 	 | 2005-01-05	 | Lick Observatory Supernova Survey	 | IAUC 8459	 | NGC 958	 | SB(rs)c:;LIRG  HII	 | 0.01914	 | 0.00002	 | 	 | 0	 | 0.03019	 | 0	 
2005aa	 | 137.018	 | 27.2498	 | II	 | ATEL 406	 | 	 | 2005-02-01	 | Lick Observatory Supernova Survey	 | IAUC 8476	 | MCG +05-22-8	 | 	 | 0.02128	 | 0.00018	 | 	 | 0	 | 0.03165	 | 0	 
2005ab	 | 190.272	 | 50.3823	 | II	 | IAUC 8479	 | 	 | 2005-02-05	 | Itagaki	 | IAUC 8478	 | NGC 4617	 | Sb	 | 0.01553	 | 0.00003	 | 	 | 0	 | 0.01246	 | 0	 
2005ac	 | 204.983	 | 0.870833	 | Ia	 | ATEL 408	 | 	 | 2005-02-04	 | Lick Observatory Supernova Survey	 | IAUC 8478	 | SDSS J133955.93+005217.1	 | 	 | 0.069985	 | 0.000077	 | 	 | 0	 | 0.02209	 | 0	 
2005ad	 | 37.1227	 | -1.13889	 | II	 | IAUC 8482	 | 	 | 2005-02-06	 | Itagaki	 | IAUC 8479	 | NGC 941	 | SAB(rs)c	 | 0.00536	 | 0.00002	 | 	 | 0	 | 0.03517	 | 0	 
2005ae	 | 119.566	 | -49.8555	 | Ib	 | IAUC 8486	 | 	 | 2005-02-01	 | Martin, Perth Supernova Survey	 | IAUC 8480	 | ESO 209-9	 | SB(s)cd: sp	 | 0.00373	 | 0.00001	 | 	 | 0	 | 0.25817	 | 0	 
2005af	 | 196.184	 | -49.5666	 | II	 | IAUC 8484	 | 	 | 2005-02-08	 | Jacques, Pimentel	 | IAUC 8482	 | NGC 4945	 | SB(s)cd: sp    Sy2	 | 0.00188	 | 0.00001	 | 	 | 0	 | 0.18629	 | 0	 
2005ag	 | 224.182	 | 9.32847	 | Ia	 | IAUC 8484	 | Ia-norm	 | 2005-02-10	 | Lick Observatory Supernova Survey	 | IAUC 8484	 | 2MASX J14564322+0919361	 | 	 | 0.0794	 | 0.00005	 | 0.078	 | 0.005	 | 0.03253	 | 0	 
2005ah	 | 90.1907	 | -58.5891	 | Ia	 | IAUC 8490	 | 	 | 2005-02-10	 | Monard	 | CBET 107	 | 2MASX J06004903-5835296	 | SB(s)0^0^ pec	 | 	 | 0	 | 	 | 0	 | 0.03067	 | 0	 
2005ai	 | 107.636	 | 75.3581	 | Ia	 | IAUC 8487	 | 	 | 2005-02-12	 | Puckett, Orff	 | IAUC 8486	 | NGC 2314	 | E3	 | 0.01276	 | 0.00003	 | 	 | 0	 | 0.04287	 | 0	 
2005aj	 | 44.7035	 | 75.7538	 | Ic	 | IAUC 8493	 | 	 | 2005-02-18	 | Puckett, Newton	 | CBET 108	 | UGC 2411	 | Sdm	 | 0.0085	 | 0.00004	 | 	 | 0	 | 0.53148	 | 0	 
2005ak	 | 220.134	 | 3.51031	 | Ia	 | CBET 109	 | 	 | 2005-02-23	 | Puckett, Kerns	 | CBET 110	 | 2MASX J14403186+0330331	 | 	 | 0.027442	 | 0.00006	 | 	 | 0	 | 0.02853	 | 0	 
2005al	 | 207.501	 | -30.5762	 | Ia	 | IAUC 8503	 | 	 | 2005-02-24	 | Jacques, Pimentel, Napoleao, Colesanti	 | IAUC 8488	 | NGC 5304	 | E+ pec:	 | 0.0124	 | 0.00001	 | 	 | 0	 | 0.05556	 | 0	 
2005am	 | 139.052	 | -16.3044	 | Ia	 | IAUC 8491	 | Ia-norm	 | 2005-02-22	 | Martin	 | IAUC 8490	 | NGC 2811	 | SB(rs)a	 | 0.0079	 | 0.0001	 | 	 | 0	 | 0.05363	 | 0	 
2005an	 | 187.114	 | -24.634	 | II	 | CBET 113	 | 	 | 2005-03-03	 | Lick Observatory Supernova Survey	 | CBET 113	 | ESO 506-G11	 | S0	 | 0.01101	 | 0.00013	 | 	 | 0	 | 0.09564	 | 0	 
2005ao	 | 266.207	 | 61.9078	 | Ia	 | IAUC 8492	 | Ia	 | 2005-03-07	 | Puckett, Crowley	 | CBET 114	 | NGC 6462	 | E?	 | 0.03841	 | 0.00042	 | 	 | 0	 | 0.05154	 | 0	 
2005ap	 | 195.312	 | 27.7254	 | II	 | CBET 116	 | 	 | 2005-03-03	 | Quimby et al.	 | CBET 116	 | [IBG2003] J130115+274328	 | 	 | 	 | 0	 | 	 | 0	 | 0.00437	 | 0	 
2005aq	 | 67.9118	 | -4.58522	 | IIn	 | IAUC 8492	 | 	 | 2005-03-07	 | Lick Observatory Supernova Survey	 | IAUC 8492	 | NGC 1599	 | SB(s)c pec:	 | 0.01353	 | 0.00002	 | 	 | 0	 | 0.0386	 | 0	 
2005ar	 | 168.829	 | -3.77181	 | Ib	 | CBET 117	 | 	 | 2005-03-10	 | Lick Observatory Supernova Survey	 | CBET 117	 | CGCG 011-033	 | E+	 | 0.025298	 | 0.00005	 | 	 | 0	 | 0.04576	 | 0	 
2005as	 | 162.015	 | -20.849	 | Ia	 | IAUC 8493	 | 	 | 2005-01-21	 | Lick Observatory Supernova Survey	 | IAUC 8493	 | NGC 3450	 | SB(rs)b	 | 0.01343	 | 0.00001	 | 	 | 0	 | 0.0557	 | 0	 
2005at	 | 287.473	 | -63.823	 | Ic	 | CBET 119	 | 	 | 2005-03-15	 | Martin; Monard	 | CBET 119	 | NGC 6744	 | SAB(r)bc       LINER	 | 0.00281	 | 0.00001	 | 	 | 0	 | 0.04312	 | 0	 
2005au	 | 199.052	 | 30.9446	 | II	 | CBET 125	 | 	 | 2005-03-19	 | Arbour	 | CBET 125	 | NGC 5056	 | Scd:	 | 0.01865	 | 0.00001	 | 	 | 0	 | 0.01125	 | 0	 
2005av	 | 311.157	 | -68.7529	 | IIn	 | CBET 126	 | 	 | 2005-03-24	 | Monard	 | CBET 126	 | NGC 6943	 | SAB(r)cd:	 | 0.01039	 | 0.00001	 | 	 | 0	 | 0.04993	 | 0	 
2005aw	 | 288.823	 | -54.1403	 | Ic	 | CBET 127	 | 	 | 2005-03-24	 | Jacques, Pimentel	 | CBET 127	 | IC 4837	 | SB(s)cd pec	 | 0.0089	 | 0.00006	 | 	 | 0	 | 0.06132	 | 0	 
2005ax	 | 75.6588	 | 86.2228	 | 	 | 	 | 	 | 2005-03-26	 | Puckett, George	 | IAUC 8499	 | NGC 1544	 | S0	 | 0.01313	 | 0.00022	 | 	 | 0	 | 0.12511	 | 0	 
2005ay	 | 178.2	 | 44.1051	 | II	 | IAUC 8502	 | IIP	 | 2005-03-27	 | Rich	 | CBET 128	 | NGC 3938	 | SA(s)c         HII	 | 0.0027	 | 0.00001	 | 	 | 0	 | 0.01834	 | 0	 
2005az	 | 196.446	 | 27.7357	 | Ic	 | CBET 130	 | 	 | 2005-03-28	 | Quimby et al.	 | CBET 130	 | NGC 4961	 | SB(s)cd	 | 0.00846	 | 0.00003	 | 	 | 0	 | 0.00849	 | 0	 
2005B	 | 268.703	 | 71.5429	 | II	 | IAUC 8465	 | 	 | 2005-01-12	 | Lane, Gray; Boles	 | IAUC 8462	 | UGC 11066	 | SAB(s)dm	 | 0.01439	 | 0.00002	 | 	 | 0	 | 0.03678	 | 0	 
2005ba	 | 174.427	 | 22.0108	 | II	 | CBET 136	 | 	 | 2005-04-01	 | Kildahl, Danielsen, Steine	 | IAUC 8503	 | NGC 3746	 | SB(r)b	 | 0.03009	 | 0.00007	 | 	 | 0	 | 0.02318	 | 0	 
2005bb	 | 194.299	 | -1.70483	 | II	 | CBET 135	 | 	 | 2005-04-01	 | Lick Observatory Supernova Survey	 | IAUC 8504	 | UGC 8067	 | Sb pec sp	 | 0.00945	 | 0.00002	 | 	 | 0	 | 0.01531	 | 0	 
2005bc	 | 219.313	 | 38.4564	 | Ia	 | CBET 132	 | Ia-norm	 | 2005-04-02	 | Lick Observatory Supernova Survey; Puckett, Cox	 | IAUC 8504	 | NGC 5698	 | SBb            HII	 | 0.01227	 | 0.00002	 | 	 | 0	 | 0.01249	 | 0	 
2005bd	 | 93.0146	 | 51.8676	 | Ia	 | IAUC 8508	 | 	 | 2005-04-03	 | Boles	 | IAUC 8505	 | MCG +09-11-2	 | 	 | 0.03709	 | 0.00021	 | 	 | 0	 | 0.2052	 | 0	 
2005be	 | 224.886	 | 16.6699	 | Ia	 | CBET 134	 | Ia-norm	 | 2005-04-05	 | Puckett, Orff	 | IAUC 8506	 | 2MASX J14593310+1640070	 | 	 | 0.035	 | 0	 | 	 | 0	 | 0.03211	 | 0	 
2005bf	 | 155.987	 | -3.19147	 | Ib	 | IAUC 8521	 | 	 | 2005-04-05	 | Monard; Lick Observatory Supernova Survey	 | IAUC 8507	 | MCG +00-27-5	 | SB(r)b	 | 0.01891	 | 0.00003	 | 	 | 0	 | 0.04486	 | 0	 
2005bg	 | 184.322	 | 16.3716	 | Ia	 | CBET 133	 | 	 | 2005-03-28	 | Quimby et al.	 | CBET 133	 | MCG +03-31-93	 | S: ab	 | 0.02309	 | 0.00013	 | 	 | 0	 | 0.02806	 | 0	 
2005bh	 | 172.433	 | 22.1275	 | Ic	 | CBET 138	 | 	 | 2005-04-10	 | Puckett, Cox	 | IAUC 8509	 | UGC 6495	 | SAB(s)b:	 | 0.02168	 | 0.00003	 | 	 | 0	 | 0.01608	 | 0	 
2005bi	 | 246.839	 | 39.112	 | II	 | CBET 150	 | 	 | 2005-04-11	 | Boles	 | CBET 137	 | MCG +07-34-36	 | Sa	 | 0.03308	 | 0.00007	 | 	 | 0	 | 0.01716	 | 0	 
2005bj	 | 252.436	 | 17.8635	 | Ic	 | CBET 137	 | 	 | 2005-04-11	 | Boles	 | CBET 137	 | MCG +03-43-5	 | 	 | 0.02218	 | 0.00002	 | 	 | 0	 | 0.08688	 | 0	 
2005bk	 | 240.571	 | 42.9154	 | Ic	 | CBET 140	 | 	 | 2005-04-02	 | Jansen, Tamura, Grogin	 | IAUC 8512	 | MCG +07-33-27	 | S?             Sbrst	 | 0.02449	 | 0.00009	 | 	 | 0	 | 0.01304	 | 0	 
2005bl	 | 181.051	 | 20.4069	 | Ia	 | CBET 139	 | Ia-91bg	 | 2005-04-14	 | Lick Observatory Supernova Survey; Puckett, Langoussis	 | IAUC 8512	 | NGC 4070	 | E	 | 0.02406	 | 0.00008	 | 	 | 0	 | 0.02434	 | 0	 
2005bm	 | 230.188	 | 36.8118	 | Ia	 | IAUC 8513	 | 	 | 2005-04-03	 | SubbaRao, SDSS Collaboration	 | IAUC 8513	 | 2MASX J15204507+3648419	 | 	 | 0.103496	 | 0.000175	 | 	 | 0	 | 0.01884	 | 0	 
2005bn	 | 180.85	 | 35.3258	 | II	 | IAUC 8513	 | 	 | 2005-04-07	 | SubbaRao, SDSS Collaboration	 | IAUC 8513	 | 2MASX J12032390+3519330	 | 	 | 0.028314	 | 0.000132	 | 	 | 0	 | 0.01544	 | 0	 
2005bo	 | 192.421	 | -11.0965	 | Ia	 | IAUC 8517	 | Ia-norm	 | 2005-04-17	 | Puckett, Langoussis	 | IAUC 8514	 | NGC 4708	 | SA(r)ab pec?	 | 0.01369	 | 0.00012	 | 	 | 0	 | 0.04597	 | 0	 
2005bp	 | 257.43	 | 36.4189	 | II	 | ATEL 466	 | 	 | 2005-04-17	 | Puckett, Pelloni	 | IAUC 8515	 | UGC 10732	 | Scd:	 | 0.02765	 | 0.00007	 | 	 | 0	 | 0.03201	 | 0	 
2005bq	 | 211.404	 | -39.2012	 | Ic	 | CBET 145	 | 	 | 2005-04-17	 | Monard	 | IAUC 8515	 | IC 4367	 | SB(rs)bc	 | 0.01366	 | 0.00002	 | 	 | 0	 | 0.08742	 | 0	 
2005br	 | 317.305	 | -63.2849	 | Ib	 | CBET 156	 | 	 | 2005-03-28	 | Monard	 | IAUC 8516	 | IC 5084	 | SB(s)b? pec	 | 0.01053	 | 0.00003	 | 	 | 0	 | 0.03775	 | 0	 
2005bs	 | 302.559	 | -56.6454	 | Ia	 | CBET 143	 | 	 | 2005-04-19	 | Monard	 | CBET 143	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04783	 | 0	 
2005bt	 | 196.804	 | 58.1357	 | II	 | IAUC 8546	 | 	 | 2005-04-20	 | Trondal, Holvorcem, Schwartz	 | IAUC 8518	 | UGC 8205	 | Sb	 | 0.02771	 | 0.00013	 | 	 | 0	 | 0.01325	 | 0	 
2005bu	 | 110.576	 | 22.0442	 | Ia	 | CBET 150	 | 	 | 2005-04-21	 | Lick Observatory Supernova Survey	 | CBET 144	 | CGCG 117-019	 | 	 | 0.0292	 | 0.00013	 | 	 | 0	 | 0.05536	 | 0	 
2005bv	 | 216.031	 | 26.2973	 | Ia	 | CBET 146	 | 	 | 2005-04-20	 | Lipunov et al.	 | CBET 146	 | MAPS-NGP O_382_0019725	 | 	 | 0.035654	 | 0	 | 	 | 0	 | 0.02101	 | 0	 
2005bw	 | 203.374	 | 33.0411	 | II	 | CBET 147	 | 	 | 2005-04-28	 | Puckett, Gagliano	 | CBET 147	 | UGC 8539	 | S?	 | 0.02453	 | 0.00004	 | 	 | 0	 | 0.01667	 | 0	 
2005bx	 | 207.604	 | 68.5554	 | IIn	 | ATEL 474	 | 	 | 2005-04-27	 | Rich	 | CBET 148	 | MCG +12-13-19	 | S?	 | 0.03122	 | 0.00023	 | 	 | 0	 | 0.0194	 | 0	 
2005by	 | 206.445	 | 22.0963	 | IIb	 | CBET 149	 | 	 | 2005-05-02	 | Lick Observatory Supernova Survey	 | CBET 149	 | UGC 8701	 | Sbc	 | 0.02724	 | 0.00005	 | 	 | 0	 | 0.02346	 | 0	 
2005bz	 | 273.257	 | 29.6976	 | IIP	 | ATEL 493	 | 	 | 2005-04-29	 | Lick Observatory Supernova Survey	 | IAUC 8527	 | UGC 11162	 | S	 | 0.01542	 | 0.0001	 | 	 | 0	 | 0.09163	 | 0	 
2005C	 | 168.873	 | 60.7515	 | Ib	 | IAUC 8468	 | 	 | 2005-01-11	 | Boles	 | IAUC 8463	 | 2MASX J11152985+6044538	 | 	 | 0.04579	 | 0.000106	 | 	 | 0	 | 0.01218	 | 0	 
2005ca	 | 203.161	 | 11.8092	 | Ia	 | CBET 151	 | 	 | 2005-05-12	 | SubbaRao, SDSS	 | CBET 151	 | SDSS J133238.59+114833.2	 | Ia	 | 0.150294	 | 0.000228	 | 	 | 0	 | 0.0206	 | 0	 
2005cb	 | 287.841	 | -57.0409	 | Ib/c	 | CBET 156	 | 	 | 2005-05-13	 | Colesanti, Jacques, Pimentel, Napoleao	 | IAUC 8530	 | NGC 6753	 | (R')SA(r)b	 | 0.01057	 | 0.00003	 | 	 | 0	 | 0.06894	 | 0	 
2005cc	 | 209.27	 | 41.8449	 | Ia	 | CBET 154	 | 	 | 2005-05-19	 | Puckett, Langoussis	 | CBET 154	 | NGC 5383	 | (R')SB(rs)b:pecSbrst	 | 0.00757	 | 0.00001	 | 	 | 0	 | 0.00342	 | 0	 
2005cd	 | 162.74	 | -2.14672	 | 	 | 	 | 	 | 2005-05-16	 | Chen, Hu, Taiwan Supernova Survey	 | CBET 155	 | IC 651	 | SB(s)m pec:    HII	 | 0.01491	 | 0.00003	 | 	 | 0	 | 0.038	 | 0	 
2005ce	 | 339.137	 | 25.7597	 | Ib/c	 | CBET 158	 | 	 | 2005-05-28	 | Lick Observatory Supernova Survey	 | CBET 158	 | IC 5233	 | Sa	 | 0.0246	 | 0.00003	 | 	 | 0	 | 0.05209	 | 0	 
2005cf	 | 230.384	 | -7.41319	 | Ia	 | CBET 160	 | Ia-norm	 | 2005-05-28	 | Lick Observatory Supernova Survey	 | CBET 158	 | MCG -01-39-3	 | S0 pec	 | 0.00646	 | 0	 | 	 | 0	 | 0.09741	 | 0	 
2005cg	 | 317.71	 | 0.202056	 | Ia	 | CBET 164	 | 	 | 2005-06-02	 | Rykoff, ROTSE Collaboration	 | CBET 164	 | SDSS J211050.47+001207.0	 | 	 | 0.0313	 | 0.001	 | 	 | 0	 | 0.11673	 | 0	 
2005ch	 | 215.528	 | 1.99325	 | Ia	 | CBET 166	 | 	 | 2005-06-08	 | Rykoff, ROTSE Collaboration	 | CBET 166	 | APMUKS(BJ) B141934.25+021314.0	 | 	 | 	 | 0	 | 	 | 0	 | 0.02746	 | 0	 
2005ci	 | 218.687	 | 48.6722	 | II	 | CBET 169	 | 	 | 2005-06-10	 | Lick Observatory Supernova Survey	 | CBET 168	 | NGC 5682	 | SB(s)b         Sy1	 | 0.00758	 | 0.00001	 | 	 | 0	 | 0.02983	 | 0	 
2005cj	 | 28.6831	 | -62.1089	 | 	 | 	 | 	 | 2005-06-12	 | Monard	 | IAUC 8541	 | ESO 114-14	 | SA(rs)b	 | 0.02408	 | 0.00003	 | 	 | 0	 | 0.02831	 | 0	 
2005ck	 | 195.578	 | 28.346	 | Ia	 | IAUC 8542	 | 	 | 2005-06-05	 | Quimby et al.; Lick Observatory Supernova Survey	 | IAUC 8542	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.00535	 | 0	 
2005cl	 | 315.51	 | -6.29325	 | IIn	 | IAUC 8544	 | 	 | 2005-06-12	 | Lick Observatory Supernova Survey	 | IAUC 8544	 | MCG -01-53-20	 | SB(rs)b	 | 0.02588	 | 0.00004	 | 	 | 0	 | 0.07083	 | 0	 
2005cm	 | 328.824	 | -65.5134	 | 	 | 	 | 	 | 2005-06-20	 | Monard	 | IAUC 8548	 | IC 5142	 | SAB(rs)c	 | 0.01787	 | 0.00003	 | 	 | 0	 | 0.0371	 | 0	 
2005cn	 | 199.502	 | -26.8092	 | Ia	 | CBET 170	 | 	 | 2005-06-19	 | Colesanti, Jacques, Pimentel, Napoleao	 | CBET 170	 | NGC 5061	 | E0	 | 0.00689	 | 0.00015	 | 	 | 0	 | 0.06872	 | 0	 
2005co	 | 352.723	 | -2.93844	 | Ia	 | CBET 171	 | 	 | 2005-06-20	 | Lick Observatory Supernova Survey	 | CBET 171	 | IC 1496	 | (R)SB(rs)0/a	 | 0.01722	 | 0.00007	 | 	 | 0	 | 0.05467	 | 0	 
2005cp	 | 359.879	 | 18.2027	 | IIn	 | CBET 174	 | 	 | 2005-06-21	 | Lick Observatory Supernova Survey	 | IAUC 8550	 | UGC 12886	 | Sbc	 | 0.02211	 | 0.00002	 | 	 | 0	 | 0.03165	 | 0	 
2005cq	 | 148.002	 | -20.724	 | Ia	 | IAUC 8551	 | 	 | 2005-05-13	 | Riello, Valenti, Turatto, Benetti et al.	 | IAUC 8551	 | Anon.	 | 	 | 	 | 0	 | 	 | 0	 | 0.04872	 | 0	 
2005cr	 | 185.572	 | 12.397	 | Ia	 | CBET 172	 | 	 | 2005-06-24	 | Quimby, MOndol, Castro	 | CBET 172	 | VPC 0198	 | 	 | 0.021405	 | 0.000087	 | 	 | 0	 | 0.0319	 | 0	 
2005cs	 | 202.47	 | 47.1766	 | II	 | CBET 174	 | IIP	 | 2005-06-28	 | Kloehr	 | IAUC 8553	 | NGC 5194	 | SA(s)bc pec;HIISy2.5	 | 0.00154	 | 0.00001	 | 	 | 0	 | 0.03446	 | 0	 
2005ct	 | 9.91875	 | -14.2379	 | Ic	 | IAUC 8564	 | 	 | 2005-07-01	 | Lick Observatory Supernova Survey	 | IAUC 8557	 | NGC 207	 | HII	 | 0.01326	 | 0.00003	 | 	 | 0	 | 0.02033	 | 0	 
2005cu	 | 287.852	 | -50.6413	 | II	 | IAUC 8565	 | 	 | 2005-07-10	 | Monard	 | IAUC 8562	 | NGC 6754	 | SAB(rs)bc	 | 0.01086	 | 0.00003	 | 	 | 0	 | 0.07007	 | 0	 
2005cv	 | 28.4273	 | 29.9345	 | II	 | CBET 178	 | 	 | 2005-07-10	 | Lick Observatory Supernova Survey	 | IAUC 8563	 | UGC 1359	 | Sb	 | 0.02554	 | 0.00002	 | 	 | 0	 | 0.05417	 | 0	 
2005cw	 | 334.165	 | -21.4913	 | II	 | CBET 181	 | 	 | 2005-07-11	 | "Nearby Supernova Factory" collaboration; Chen et al.	 | IAUC 8567	 | IC 1439	 | (R_1R'_2)SB(s)a	 | 0.03214	 | 0.00007	 | 	 | 0	 | 0.0357	 | 0	 
2005cx	 | 29.7283	 | 36.6763	 | Ia	 | CBET 179	 | 	 | 2005-07-16	 | Dimai	 | CBET 179	 | IC 178	 | Sab	 | 0.01614	 | 0.00001	 | 	 | 0	 | 0.08441	 | 0	 
2005cy	 | 276.705	 | 51.1418	 | IIn	 | CBET 180	 | 	 | 2005-07-15	 | Sehgal, Newton, Puckett	 | CBET 180	 | UGC 11241	 | Sb	 | 0.03313	 | 0.00012	 | 	 | 0	 | 0.03993	 | 0	 
2005cz	 | 189.366	 | 74.1901	 | Ib	 | IAUC 8579	 | 	 | 2005-07-17	 | Itagaki	 | IAUC 8569	 | NGC 4589	 | E2             LINER	 | 0.0066	 | 0.00005	 | 	 | 0	 | 0.02819	 | 0	 
2005D	 | 111.739	 | 20.3815	 | IIb	 | IAUC 8465	 | 	 | 2005-01-13	 | Lick Observatory Supernova Survey	 | IAUC 8464	 | UGC 3856	 | Scd:	 | 0.02837	 | 0.00003	 | 	 | 0	 | 0.05234	 | 0	 
2005da	 | 279.445	 | 17.5431	 | Ic-pec	 | CBET 186	 | 	 | 2005-07-18	 | Lick Observatory Supernova Survey	 | IAUC 8570	 | UGC 11301	 | Sc	 | 0.01501	 | 0.00001	 | 	 | 0	 | 0.28922	 | 0	 
2005db	 | 10.3616	 | 25.4977	 | IIn	 | CBET 182	 | 	 | 2005-07-19	 | Monard	 | CBET 182	 | NGC 214	 | SAB(r)c	 | 0.01512	 | 0.00002	 | 	 | 0	 | 0.03604	 | 0	 
2005dc	 | 325.594	 | -44.7892	 | Ia	 | CBET 187	 | 	 | 2005-07-26	 | Luckas, Trondal, Schwartz	 | CBET 187	 | NGC 7107	 | SB(rs)cd	 | 0.00735	 | 0.00002	 | 	 | 0	 | 0.02611	 | 0	 
2005dd	 | 38.6524	 | 1.34811	 | II	 | CBET 205	 | 	 | 2005-08-01	 | Lick Observatory Supernova Survey	 | CBET 191	 | UGC 2062	 | Sbc	 | 0.0242	 | 0.00006	 | 	 | 0	 | 0.02452	 | 0	 
2005de	 | 270.597	 | 26.0521	 | Ia	 | CBET 193	 | Ia-norm	 | 2005-08-02	 | Lick Observatory Supernova Survey; Puckett, Tigner	 | CBET 191	 | UGC 11097	 | S?	 | 0.01518	 | 0.00012	 | 	 | 0	 | 0.10177	 | 0	 
2005df	 | 64.4077	 | -62.7693	 | Ia	 | CBET 192	 | 	 | 2005-08-04	 | Evans	 | CBET 192	 | NGC 1559	 | SB(s)cd	 | 0.00435	 | 0.00001	 | 	 | 0	 | 0.02985	 | 0	 
2005dg	 | 61.9427	 | -29.8578	 | Ic	 | CBET 200	 | 	 | 2005-08-05	 | Monard	 | IAUC 8581	 | ESO 420-3	 | SA(rs)bc       HII	 | 0.01378	 | 0.00003	 | 	 | 0	 | 0.01279	 | 0	 
2005dh	 | 238.514	 | 23.1361	 | Ia	 | CBET 199	 | 	 | 2005-08-10	 | Lick Observatory Supernova Survey	 | CBET 196	 | MCG +04-37-55	 | S?	 | 0.014595	 | 0.000104	 | 	 | 0	 | 0.06424	 | 0	 
2005di	 | 336.387	 | -24.2389	 | Ia	 | ATEL 581	 | 	 | 2005-08-12	 | Lick Observatory Supernova Survey	 | CBET 198	 | MCG -04-52-46	 | Sb:	 | 0.0253	 | 0.00003	 | 	 | 0	 | 0.03188	 | 0	 
2005dj	 | 102.493	 | 61.619	 | II	 | CBET 201	 | 	 | 2005-08-18	 | Boles	 | CBET 201	 | UGC 3545	 | SB?	 | 0.01151	 | 0.00001	 | 	 | 0	 | 0.1229	 | 0	 
2005dk	 | 295.099	 | -55.2014	 | II	 | CBET 245	 | 	 | 2005-08-21	 | Luckas, Trondal, Schwartz	 | IAUC 8586	 | IC 4882	 | SB(r)b:	 | 	 | 0	 | 	 | 0	 | 0.04874	 | 0	 
2005dl	 | 111.882	 | 85.7542	 | II	 | CBET 211	 | 	 | 2005-08-25	 | Dimai, Migliardi	 | IAUC 8588	 | NGC 2276	 | SAB(rs)c	 | 0.00804	 | 0.00003	 | 	 | 0	 | 0.0998	 | 0	 
